# ABAQUS Dynamic Analysis - Stress History at Element 1 Base 
# Variable: SM2 
time_s,SM2_Nm,sigma_bending_MPa 
305.0734,5622.4409,4.142774
305.1234,4357.2178,3.210522
305.1734,3287.4497,2.422286
305.2234,2894.2732,2.132583
305.2734,2943.0679,2.168536
305.3234,3306.8594,2.436588
305.3734,3793.1416,2.794895
305.4234,4009.2444,2.954125
305.4734,4119.8862,3.035649
305.5234,4522.9907,3.332668
305.5734,5357.8911,3.947847
305.6234,6454.5566,4.755901
305.6734,7466.5122,5.501539
305.7234,8501.7910,6.264361
305.7734,9678.6250,7.131486
305.8234,10560.8301,7.781520
305.8734,11205.7373,8.256706
305.9234,12157.0713,8.957676
305.9734,12983.3867,9.566529
306.0234,13147.9492,9.687783
306.0734,13169.5352,9.703688
306.1234,13310.7354,9.807728
306.1734,13130.2334,9.674729
306.2234,12523.6582,9.227788
306.2734,11869.4385,8.745740
306.3234,11226.0352,8.271662
306.3734,10331.4111,7.612478
306.4234,9208.7471,6.785267
306.4734,8128.9165,5.989617
306.5234,7261.5459,5.350514
306.5734,6488.9941,4.781275
306.6234,5745.1577,4.233196
306.6734,5121.5576,3.773709
306.7234,4507.8574,3.321518
306.7734,3846.1775,2.833973
306.8234,3369.9546,2.483078
306.8734,3261.1238,2.402889
306.9234,3509.0745,2.585586
306.9734,4101.0913,3.021801
307.0234,4889.6118,3.602805
307.0734,5580.5664,4.111920
307.1234,6132.3135,4.518463
307.1734,6701.5938,4.937925
307.2234,7399.8960,5.452454
307.2734,8188.2212,6.033314
307.3234,9064.2812,6.678820
307.3734,10107.8135,7.447724
307.4234,10950.7676,8.068837
307.4734,11270.0293,8.304078
307.5234,11622.3887,8.563707
307.5734,12385.1035,9.125697
307.6234,12967.4766,9.554806
307.6734,12840.1533,9.460990
307.7234,12188.4473,8.980795
307.7734,11675.4121,8.602776
307.8234,11738.5469,8.649295
307.8734,11880.3838,8.753805
307.9234,11326.8906,8.345975
307.9734,10335.3320,7.615367
308.0234,9725.9980,7.166392
308.0734,9415.0879,6.937305
308.1234,8665.8770,6.385265
308.1734,7542.3525,5.557420
308.2234,6954.5249,5.124292
308.2734,7302.1235,5.380412
308.3234,7902.1689,5.822543
308.3734,7884.8164,5.809757
308.4234,7331.9814,5.402412
308.4734,6895.0488,5.080468
308.5234,6796.8525,5.008114
308.5734,7129.8369,5.253467
308.6234,7987.8394,5.885667
308.6734,9034.1504,6.656619
308.7234,9824.0361,7.238629
308.7734,10166.1260,7.490691
308.8234,10372.2598,7.642576
308.8734,11273.9707,8.306982
308.9234,13052.2793,9.617291
308.9734,14714.8242,10.842301
309.0234,15365.2012,11.321517
309.0734,15287.3516,11.264155
309.1234,15353.7783,11.313101
309.1734,15779.3125,11.626646
309.2234,16450.4297,12.121144
309.2734,17361.0859,12.792142
309.3234,17929.4980,13.210964
309.3734,17544.2461,12.927099
309.4234,16820.4785,12.393807
309.4734,16640.8809,12.261474
309.5234,16682.4102,12.292074
309.5734,16285.9775,11.999971
309.6234,15333.6152,11.298244
309.6734,14065.6318,10.363958
309.7234,13077.2822,9.635713
309.7734,12636.9219,9.311243
309.8234,12201.8398,8.990663
309.8734,11217.1904,8.265145
309.9234,9598.0000,7.072079
309.9734,7893.7974,5.816374
310.0234,7018.0815,5.171122
310.0734,6978.8252,5.142197
310.1234,6870.1147,5.062096
310.1734,6310.5635,4.649803
310.2234,5778.3599,4.257660
310.2734,5810.0962,4.281044
310.3234,6391.1401,4.709174
310.3734,7088.1992,5.222787
310.4234,7630.5386,5.622398
310.4734,7964.8403,5.868721
310.5234,8235.4824,6.068138
310.5734,8908.7979,6.564256
310.6234,10350.0264,7.626194
310.6734,12142.8076,8.947166
310.7234,13337.2031,9.827231
310.7734,13859.1729,10.211833
310.8234,14484.9268,10.672906
310.8734,15323.5654,11.290839
310.9234,15930.3896,11.737964
310.9734,16181.1426,11.922726
311.0234,16195.1855,11.933073
311.0734,16341.1797,12.040646
311.1234,16881.0078,12.438407
311.1734,17199.7305,12.673251
311.2234,16487.3945,12.148381
311.2734,15014.7705,11.063310
311.3234,13647.3730,10.055773
311.3734,12714.5039,9.368408
311.4234,11841.6309,8.725250
311.4734,10468.2334,7.713292
311.5234,8667.1074,6.386171
311.5734,7041.7651,5.188573
311.6234,5767.2373,4.249464
311.6734,4450.4761,3.279237
311.7234,2871.0894,2.115500
311.7734,1171.7867,0.863406
311.8234,-226.4216,0.166834
311.8734,-881.7197,0.649676
311.9234,-1180.6436,0.869932
311.9734,-1648.1266,1.214387
312.0234,-2040.1368,1.503231
312.0734,-2165.7720,1.595802
312.1234,-2036.5660,1.500600
312.1734,-1605.0460,1.182644
312.2234,-953.3430,0.702450
312.2734,63.6605,0.046907
312.3234,1484.6378,1.093923
312.3734,2796.2947,2.060389
312.4234,3821.8655,2.816059
312.4734,5108.1440,3.763826
312.5234,7077.6948,5.215047
312.5734,9218.9336,6.792772
312.6234,10759.9502,7.928237
312.6734,11790.8857,8.687860
312.7234,12797.3369,9.429442
312.7734,13877.6650,10.225458
312.8234,14816.7744,10.917421
312.8734,15485.2168,11.409948
312.9234,15989.6826,11.781653
312.9734,16317.0898,12.022896
313.0234,16333.1748,12.034748
313.0734,16195.8154,11.933537
313.1234,15869.0869,11.692795
313.1734,14889.1426,10.970744
313.2234,13489.1533,9.939192
313.2734,12577.3506,9.267350
313.3234,12045.2812,8.875306
313.3734,10884.2002,8.019788
313.4234,9239.9932,6.808290
313.4734,8004.7510,5.898128
313.5234,7176.9575,5.288186
313.5734,6467.8960,4.765730
313.6234,5702.1870,4.201534
313.6734,4711.5376,3.471595
313.7234,3815.3750,2.811277
313.7734,3535.1953,2.604832
313.8234,3897.6150,2.871874
313.8734,4405.7676,3.246295
313.9234,4580.8789,3.375322
313.9734,4597.7100,3.387723
314.0234,5145.3989,3.791276
314.0734,6120.4863,4.509748
314.1234,6890.8643,5.077385
314.1734,7670.2529,5.651661
314.2234,8684.1191,6.398706
314.2734,9614.4756,7.084219
314.3234,10551.2354,7.774450
314.3734,11777.4053,8.677927
314.4234,13046.1074,9.612743
314.4734,13717.0996,10.107149
314.5234,13709.5117,10.101558
314.5734,13922.8691,10.258766
314.6234,14839.3906,10.934085
314.6734,15671.7656,11.547403
314.7234,15599.3105,11.494016
314.7734,14678.4053,10.815466
314.8234,13740.4756,10.124373
314.8734,13833.3301,10.192791
314.9234,14355.0371,10.577200
314.9734,13667.8271,10.070844
315.0234,12070.7568,8.894077
315.0734,10894.3125,8.027239
315.1234,10563.6064,7.783566
315.1734,10871.2412,8.010240
315.2234,10816.2959,7.969754
315.2734,9455.0684,6.966763
315.3234,7643.1182,5.631667
315.3734,6847.5190,5.045447
315.4234,7004.3647,5.161015
315.4734,7012.2690,5.166839
315.5234,6407.4346,4.721180
315.5734,5649.4224,4.162655
315.6234,5298.9883,3.904445
315.6734,5424.1147,3.996642
315.7234,5682.1680,4.186783
315.7734,5836.4727,4.300479
315.8234,6011.0405,4.429106
315.8734,6342.2251,4.673132
315.9234,6747.3452,4.971636
315.9734,7302.3179,5.380555
316.0234,7995.6196,5.891400
316.0734,8630.8359,6.359445
316.1234,9253.4609,6.818213
316.1734,9772.1514,7.200399
316.2234,10191.2119,7.509175
316.2734,10685.8135,7.873611
316.3234,10953.3848,8.070765
316.3734,10991.7305,8.099020
316.4234,11397.4297,8.397950
316.4734,12061.4609,8.887227
316.5234,12293.1025,9.057908
316.5734,11972.0371,8.821337
316.6234,11516.6709,8.485811
316.6734,11206.3232,8.257138
316.7234,10925.2646,8.050046
316.7734,10616.1494,7.822281
316.8234,10416.7236,7.675338
316.8734,10133.0752,7.466338
316.9234,9480.9688,6.985847
316.9734,8637.5166,6.364368
317.0234,7797.2061,5.745203
317.0734,7024.8110,5.176081
317.1234,6444.6196,4.748579
317.1734,6101.6519,4.495871
317.2234,5911.6553,4.355876
317.2734,5691.1021,4.193366
317.3234,5603.3047,4.128674
317.3734,5872.7456,4.327206
317.4234,6138.6064,4.523100
317.4734,6297.9336,4.640497
317.5234,6703.5669,4.939379
317.5734,7238.6445,5.333639
317.6234,7570.1089,5.577872
317.6734,7684.9082,5.662459
317.7234,7933.7334,5.845800
317.7734,8631.0723,6.359620
317.8234,9606.6787,7.078474
317.8734,10541.1572,7.767024
317.9234,11022.1289,8.121418
317.9734,10954.5898,8.071653
318.0234,11222.5664,8.269106
318.0734,12083.4033,8.903395
318.1234,12366.7705,9.112188
318.1734,11696.0283,8.617966
318.2234,11044.7422,8.138080
318.2734,11076.5898,8.161546
318.3234,11414.4590,8.410498
318.3734,11279.1250,8.310780
318.4234,10634.3750,7.835710
318.4734,10127.5264,7.462249
318.5234,10139.1465,7.470811
318.5734,10117.3682,7.454765
318.6234,9207.7725,6.784549
318.6734,8108.6792,5.974705
318.7234,8001.8501,5.895991
318.7734,8396.3408,6.186663
318.8234,8370.8223,6.167860
318.8734,7887.1343,5.811465
318.9234,7365.7734,5.427311
318.9734,7208.6494,5.311538
319.0234,7432.3628,5.476376
319.0734,7713.1030,5.683234
319.1234,7766.1401,5.722313
319.1734,7644.8501,5.632943
319.2234,7699.6235,5.673302
319.2734,8080.5347,5.953968
319.3234,8591.1396,6.330196
319.3734,9069.4795,6.682650
319.4234,9518.0234,7.013150
319.4734,9910.9512,7.302671
319.5234,10215.6387,7.527173
319.5734,10421.4482,7.678819
319.6234,10604.9668,7.814041
319.6734,10954.0176,8.071232
319.7234,11249.9658,8.289295
319.7734,11013.7988,8.115280
319.8234,10566.6289,7.785793
319.8734,10673.7490,7.864722
319.9234,10971.0176,8.083758
319.9734,10555.6465,7.777701
320.0234,9797.5781,7.219134
320.0734,9454.5811,6.966404
320.1234,9192.3887,6.773213
320.1734,8464.6309,6.236981
320.2234,7431.0693,5.475423
320.2734,6600.7192,4.863598
320.3234,6196.4927,4.565752
320.3734,5848.4463,4.309302
320.4234,5212.2227,3.840514
320.4734,4501.1680,3.316589
320.5234,3864.0046,2.847109
320.5734,3188.1118,2.349091
320.6234,2580.3157,1.901250
320.6734,2282.2361,1.681616
320.7234,2259.4775,1.664847
320.7734,2177.5244,1.604462
320.8234,1898.8976,1.399162
320.8734,1677.3346,1.235908
320.9234,1741.2535,1.283005
320.9734,2061.5361,1.518998
321.0234,2490.4070,1.835003
321.0734,2904.5422,2.140149
321.1234,3330.1501,2.453749
321.1734,3937.1494,2.901004
321.2234,4609.6030,3.396487
321.2734,4980.7969,3.669993
321.3234,5092.1787,3.752062
321.3734,5243.6343,3.863659
321.4234,5533.1616,4.076991
321.4734,5874.9829,4.328854
321.5234,6115.6074,4.506153
321.5734,6160.8228,4.539469
321.6234,6038.8833,4.449621
321.6734,5986.4990,4.411023
321.7234,6133.7583,4.519528
321.7734,6135.3481,4.520699
321.8234,5841.4092,4.304116
321.8734,5595.9185,4.123232
321.9234,5463.8848,4.025946
321.9734,5072.0200,3.737209
322.0234,4296.9404,3.166108
322.0734,3737.9817,2.754251
322.1234,3900.5957,2.874070
322.1734,4233.3755,3.119271
322.2234,4005.6458,2.951474
322.2734,3547.0520,2.613569
322.3234,3509.8918,2.586188
322.3734,3679.5110,2.711168
322.4234,3752.3242,2.764819
322.4734,3887.8096,2.864649
322.5234,4187.1025,3.085176
322.5734,4824.4014,3.554756
322.6234,5602.3442,4.127967
322.6734,6011.5630,4.429491
322.7234,6429.0850,4.737133
322.7734,7351.9893,5.417155
322.8234,8317.2998,6.128423
322.8734,8931.5322,6.581007
322.9234,9401.2275,6.927092
322.9734,9902.0859,7.296139
323.0234,10479.9824,7.721949
323.0734,11095.7529,8.175666
323.1234,11580.4707,8.532820
323.1734,11760.6240,8.665562
323.2234,11625.1660,8.565753
323.2734,11491.5449,8.467297
323.3234,11434.3613,8.425163
323.3734,11143.3008,8.210701
323.4234,10723.1621,7.901131
323.4734,10397.6807,7.661307
323.5234,9914.7920,7.305501
323.5734,9033.8428,6.656392
323.6234,8040.4937,5.924464
323.6734,7281.8979,5.365510
323.7234,6616.4297,4.875174
323.7734,5725.8364,4.218959
323.8234,4688.5063,3.454625
323.8734,4096.5283,3.018439
323.9234,4035.7114,2.973627
323.9734,3808.5613,2.806256
324.0234,3370.8289,2.483723
324.0734,3120.5044,2.299276
324.1234,3039.7810,2.239797
324.1734,3255.8206,2.398981
324.2234,3769.6238,2.777566
324.2734,4152.8188,3.059915
324.3234,4287.1709,3.158909
324.3734,4609.0000,3.396042
324.4234,5498.5571,4.051493
324.4734,6558.3730,4.832396
324.5234,7234.5322,5.330609
324.5734,7822.9629,5.764182
324.6234,8809.1074,6.490801
324.6734,9775.8174,7.203100
324.7234,10134.2012,7.467168
324.7734,10365.6660,7.637718
324.8234,11000.2451,8.105293
324.8734,11539.4033,8.502561
324.9234,11529.6777,8.495394
324.9734,11296.7578,8.323772
325.0234,11206.5488,8.257304
325.0734,11148.7754,8.214735
325.1234,10847.7207,7.992909
325.1734,10356.3086,7.630823
325.2234,10039.9492,7.397720
325.2734,9867.0225,7.270303
325.3234,9299.6006,6.852210
325.3734,8121.4541,5.984118
325.4234,6919.7852,5.098695
325.4734,6502.6128,4.791310
325.5234,6605.4937,4.867116
325.5734,5950.6899,4.384638
325.6234,4417.1782,3.254703
325.6734,3642.1465,2.683637
325.7234,4443.1909,3.273869
325.7734,5625.2397,4.144837
325.8234,5928.4321,4.368237
325.8734,5299.0752,3.904509
325.9234,4653.0562,3.428504
325.9734,5105.9058,3.762177
326.0234,6574.2412,4.844088
326.0734,7790.8608,5.740528
326.1234,8093.3774,5.963431
326.1734,8260.7686,6.086769
326.2234,9266.0557,6.827493
326.2734,11035.6992,8.131417
326.3234,12708.8848,9.364268
326.3734,13467.2832,9.923077
326.4234,13490.7744,9.940386
326.4734,13780.3594,10.153761
326.5234,14587.0381,10.748145
326.5734,15058.4805,11.095517
326.6234,14680.3154,10.816874
326.6734,14061.9072,10.361213
326.7234,13913.4941,10.251858
326.7734,14013.8525,10.325805
326.8234,13504.6104,9.950581
326.8734,12145.6914,8.949291
326.9234,10850.3438,7.994842
326.9734,10221.2275,7.531291
327.0234,9473.1113,6.980058
327.0734,7865.3325,5.795401
327.1234,6007.8184,4.426731
327.1734,4755.9429,3.504314
327.2234,3924.9795,2.892037
327.2734,2917.2583,2.149519
327.3234,1729.5492,1.274381
327.3734,907.8610,0.668938
327.4234,1042.8992,0.768438
327.4734,1905.2449,1.403839
327.5234,2419.6226,1.782847
327.5734,2362.2861,1.740600
327.6234,2697.4812,1.987581
327.6734,4024.6841,2.965502
327.7234,6081.5181,4.481035
327.7734,8189.7007,6.034404
327.8234,9602.2207,7.075189
327.8734,10407.5430,7.668574
327.9234,11851.9238,8.732835
327.9734,14307.2617,10.541997
328.0234,16382.3496,12.070981
328.0734,17455.4980,12.861707
328.1234,18394.4531,13.553556
328.1734,19430.6562,14.317060
328.2234,20167.3594,14.859884
328.2734,20562.9297,15.151351
328.3234,20347.5469,14.992651
328.3734,19300.2422,14.220967
328.4234,17967.6309,13.239061
328.4734,16979.8457,12.511233
328.5234,16329.2393,12.031848
328.5734,15416.5342,11.359341
328.6234,13700.3906,10.094837
328.6734,11288.5742,8.317743
328.7234,8691.9971,6.404511
328.7734,6519.8257,4.803993
328.8234,5016.5884,3.696365
328.8734,3624.2915,2.670481
328.9234,1972.8646,1.453663
328.9734,469.4632,0.345914
329.0234,-589.9413,0.434686
329.0734,-1112.4574,0.819690
329.1234,-1068.5927,0.787369
329.1734,-602.7778,0.444144
329.2234,387.1387,0.285255
329.2734,1705.1394,1.256395
329.3234,2567.6384,1.891909
329.3734,3063.3687,2.257177
329.4234,4518.4878,3.329350
329.4734,7402.9927,5.454736
329.5234,10145.7715,7.475693
329.5734,11444.9814,8.432988
329.6234,12233.6934,9.014133
329.6734,14011.0879,10.323768
329.7234,16917.0547,12.464967
329.7734,19606.4102,14.446561
329.8234,20654.8164,15.219056
329.8734,20640.8711,15.208781
329.9234,21295.7012,15.691278
329.9734,22838.1973,16.827833
330.0234,23879.2344,17.594899
330.0734,23580.8535,17.375044
330.1234,22786.0254,16.789392
330.1734,22130.9746,16.306732
330.2234,20976.8516,15.456341
330.2734,19310.5117,14.228534
330.3234,18036.3438,13.289691
330.3734,17264.3047,12.720831
330.4234,16006.1338,11.793775
330.4734,13859.6533,10.212187
330.5234,11765.5938,8.669224
330.5734,10181.3262,7.501891
330.6234,8534.2451,6.288275
330.6734,6664.6655,4.910715
330.7234,4915.8887,3.622167
330.7734,3488.2205,2.570220
330.8234,2466.6672,1.817511
330.8734,1785.3481,1.315495
330.9234,1341.0554,0.988128
330.9734,1317.9344,0.971092
331.0234,1664.3085,1.226310
331.0734,1844.5765,1.359136
331.1234,2191.3523,1.614651
331.1734,3596.7202,2.650166
331.2234,5405.4458,3.982886
331.2734,6342.4941,4.673330
331.3234,6645.0605,4.896270
331.3734,7667.4473,5.649593
331.4234,9892.8350,7.289322
331.4734,12178.4404,8.973421
331.5234,13751.8936,10.132786
331.5734,15094.0283,11.121709
331.6234,16567.9473,12.207735
331.6734,17907.0469,13.194421
331.7234,18681.9238,13.765373
331.7734,18938.8242,13.954664
331.8234,19180.9062,14.133037
331.8734,19810.8633,14.597207
331.9234,20512.4668,15.114169
331.9734,20385.8359,15.020864
332.0234,19167.3066,14.123017
332.0734,17581.9707,12.954896
332.1234,16330.1797,12.032541
332.1734,15085.7012,11.115574
332.2234,13155.3398,9.693229
332.2734,11015.9346,8.116854
332.3234,9452.8574,6.965134
332.3734,8086.2422,5.958173
332.4234,6347.8525,4.677278
332.4734,4176.9434,3.077691
332.5234,1876.7743,1.382861
332.5734,56.3324,0.041507
332.6234,-1139.0115,0.839256
332.6734,-2055.9563,1.514887
332.7234,-2810.1975,2.070633
332.7734,-3199.3376,2.357363
332.8234,-3161.8328,2.329728
332.8734,-2996.4045,2.207836
332.9234,-2623.6167,1.933155
332.9734,-1450.4584,1.068739
333.0234,442.7723,0.326247
333.0734,2315.7588,1.706317
333.1234,3911.0322,2.881760
333.1734,5747.7363,4.235096
333.2234,8384.7158,6.178097
333.2734,11489.6260,8.465883
333.3234,14094.9785,10.385581
333.3734,15806.0732,11.646364
333.4234,17426.3789,12.840252
333.4734,19924.5820,14.680999
333.5234,22739.2969,16.754961
333.5734,24313.9141,17.915183
333.6234,24445.9062,18.012439
333.6734,24439.5137,18.007729
333.7234,24746.8496,18.234183
333.7734,24554.2012,18.092234
333.8234,23684.8086,17.451641
333.8734,22621.7422,16.668343
333.9234,21188.3184,15.612156
333.9734,18920.8867,13.941447
334.0234,16118.9160,11.876876
334.0734,13622.8896,10.037733
334.1234,11408.0605,8.405783
334.1734,8681.1504,6.396519
334.2234,5659.2725,4.169913
334.2734,3124.5588,2.302264
334.3234,1063.1707,0.783374
334.3734,-679.4229,0.500618
334.4234,-2114.3103,1.557884
334.4734,-3396.3784,2.502548
334.5234,-4239.0088,3.123422
334.5734,-4081.8362,3.007613
334.6234,-3126.3884,2.303612
334.6734,-2347.2251,1.729502
334.7234,-2077.9949,1.531126
334.7734,-1326.2279,0.977202
334.8234,908.8110,0.669638
334.8734,4154.1372,3.060886
334.9234,6946.8345,5.118625
334.9734,8752.9541,6.449426
335.0234,10504.9160,7.740321
335.0734,13136.3486,9.679235
335.1234,16157.3955,11.905229
335.1734,18323.1738,13.501036
335.2234,19563.7812,14.415150
335.2734,20782.3008,15.312990
335.3234,22015.6191,16.221734
335.3734,22448.0742,16.540380
335.4234,22191.9375,16.351651
335.4734,21948.2891,16.172124
335.5234,21255.8105,15.661886
335.5734,19527.0078,14.388055
335.6234,17311.0879,12.755302
335.6734,15219.3584,11.214056
335.7234,13333.2119,9.824290
335.7734,11389.3086,8.391966
335.8234,8756.0137,6.451680
335.8734,5401.9302,3.980296
335.9234,2356.9646,1.736679
335.9734,174.8646,0.128845
336.0234,-1848.5134,1.362037
336.0734,-4201.0220,3.095432
336.1234,-6098.1328,4.493278
336.1734,-7010.4800,5.165521
336.2234,-7546.6235,5.560567
336.2734,-8029.9854,5.916722
336.3234,-8060.8765,5.939483
336.3734,-7210.4722,5.312881
336.4234,-5675.0166,4.181514
336.4734,-4075.2017,3.002724
336.5234,-2360.5193,1.739298
336.5734,-183.1653,0.134961
336.6234,2414.0366,1.778731
336.6734,5335.7681,3.931546
336.7234,8489.1738,6.255065
336.7734,11520.4541,8.488598
336.8234,14017.5254,10.328511
336.8734,16005.3291,11.793182
336.9234,17906.7012,13.194167
336.9734,20037.9297,14.764516
337.0234,21809.9609,16.070199
337.0734,22492.5273,16.573134
337.1234,22526.0273,16.597818
337.1734,22471.1816,16.557406
337.2234,22324.7969,16.449545
337.2734,21812.3008,16.071924
337.3234,20204.7344,14.887423
337.3734,17583.7344,12.956196
337.4234,15220.0430,11.214561
337.4734,13453.7354,9.913095
337.5234,11294.3906,8.322028
337.5734,8066.3813,5.943539
337.6234,4394.3540,3.237885
337.6734,1425.4965,1.050346
337.7234,-714.1151,0.526180
337.7734,-2663.4700,1.962520
337.8234,-4617.1338,3.402035
337.8734,-6404.2603,4.718841
337.9234,-7677.1865,5.656769
337.9734,-8137.0542,5.995613
338.0234,-7992.9673,5.889446
338.0734,-7685.3320,5.662771
338.1234,-7273.3794,5.359233
338.1734,-6259.2393,4.611985
338.2234,-4445.9932,3.275934
338.2734,-2276.6433,1.677496
338.3234,-136.5237,0.100595
338.3734,1913.4098,1.409855
338.4234,4117.6904,3.034031
338.4734,6859.1245,5.053998
338.5234,10217.0303,7.528198
338.5734,13456.0684,9.914814
338.6234,15612.6348,11.503833
338.6734,17016.4570,12.538209
338.7234,18830.1836,13.874615
338.7734,21134.1562,15.572247
338.8234,22875.9980,16.855686
338.8734,23092.5996,17.015284
338.9234,22017.6934,16.223263
338.9734,21214.3828,15.631361
339.0234,21113.5938,15.557096
339.0734,20229.6934,14.905813
339.1234,18116.9355,13.349073
339.1734,15822.2871,11.658311
339.2234,13865.8965,10.216787
339.2734,11835.4775,8.720716
339.3234,9055.3457,6.672236
339.3734,5707.8525,4.205708
339.4234,2931.5029,2.160015
339.4734,1048.6876,0.772703
339.5234,-984.7873,0.725619
339.5734,-3660.4089,2.697093
339.6234,-5807.0771,4.278820
339.6734,-6551.7324,4.827503
339.7234,-6638.1016,4.891142
339.7734,-6707.7646,4.942472
339.8234,-6525.2524,4.807992
339.8734,-5909.4727,4.354268
339.9234,-4986.4087,3.674128
339.9734,-3916.6218,2.885878
340.0234,-2485.9150,1.831693
340.0734,-433.7651,0.319610
340.1234,2024.2225,1.491505
340.1734,4806.7700,3.541765
340.2234,7715.0767,5.684688
340.2734,10091.5713,7.435757
340.3234,11934.8887,8.793965
340.3734,13822.6289,10.184906
340.4234,15878.8965,11.700023
340.4734,17805.4043,13.119528
340.5234,19188.0078,14.138270
340.5734,19858.3145,14.632171
340.6234,20204.0801,14.886941
340.6734,20461.2520,15.076432
340.7234,20242.6973,14.915395
340.7734,19219.5508,14.161512
340.8234,17562.4355,12.940502
340.8734,15619.7617,11.509085
340.9234,13688.0898,10.085774
340.9734,11839.3721,8.723586
341.0234,9997.4795,7.366427
341.0734,8142.4277,5.999572
341.1234,5987.5186,4.411774
341.1734,3457.2126,2.547373
341.2234,1174.2711,0.865236
341.2734,-482.0829,0.355212
341.3234,-1831.8813,1.349782
341.3734,-3192.6648,2.352446
341.4234,-4216.5894,3.106903
341.4734,-4342.6616,3.199797
341.5234,-3902.2344,2.875277
341.5734,-3726.2009,2.745571
341.6234,-3577.5208,2.636019
341.6734,-2358.6287,1.737905
341.7234,15.5360,0.011447
341.7734,2338.9910,1.723435
341.8234,3878.0693,2.857472
341.8734,5449.8101,4.015575
341.9234,7975.4883,5.876567
341.9734,10898.2041,8.030107
342.0234,13164.1201,9.699698
342.0734,14698.8623,10.830540
342.1234,16199.2188,11.936045
342.1734,18134.7168,13.362175
342.2234,20198.1738,14.882589
342.2734,21746.9219,16.023751
342.3234,22380.5801,16.490648
342.3734,22022.3457,16.226691
342.4234,21205.1641,15.624568
342.4734,20519.6230,15.119442
342.5234,19837.3887,14.616752
342.5734,18714.8184,13.789610
342.6234,16851.5586,12.416708
342.6734,14485.5186,10.673342
342.7234,12145.5342,8.949175
342.7734,9939.5684,7.323757
342.8234,7879.1802,5.805604
342.8734,6002.9746,4.423162
342.9234,4002.8855,2.949440
342.9734,1624.0920,1.196677
343.0234,-794.0281,0.585063
343.0734,-2647.0420,1.950416
343.1234,-3912.9094,2.883143
343.1734,-4827.4380,3.556994
343.2234,-5183.0796,3.819040
343.2734,-4947.5674,3.645508
343.3234,-4528.7363,3.336902
343.3734,-4134.4521,3.046382
343.4234,-3474.9954,2.560475
343.4734,-2128.6252,1.568432
343.5234,-103.2503,0.076078
343.5734,2100.8088,1.547936
343.6234,3925.0737,2.892106
343.6734,5576.7949,4.109141
343.7234,7848.4902,5.782991
343.7734,10640.9307,7.840540
343.8234,12967.7793,9.555029
343.8734,14429.1211,10.631787
343.9234,15625.5068,11.513318
343.9734,17275.8262,12.729320
344.0234,19063.6367,14.046630
344.0734,19913.2227,14.672629
344.1234,19765.1816,14.563548
344.1734,19516.6484,14.380422
344.2234,19397.5801,14.292689
344.2734,19038.6250,14.028200
344.3234,18343.7227,13.516177
344.3734,17185.8945,12.663056
344.4234,15308.4482,11.279700
344.4734,12958.5352,9.548217
344.5234,10654.7041,7.850689
344.5734,8677.1738,6.393588
344.6234,6886.3784,5.074079
344.6734,4830.2925,3.559097
344.7234,2638.9199,1.944431
344.7734,1017.7404,0.749900
344.8234,31.3182,0.023076
344.8734,-854.2212,0.629414
344.9234,-1937.2845,1.427446
344.9734,-3222.0154,2.374073
345.0234,-4246.1997,3.128721
345.0734,-4373.2900,3.222364
345.1234,-3693.9807,2.721830
345.1734,-2751.3503,2.027273
345.2234,-1913.7025,1.410070
345.2734,-1083.6388,0.798456
345.3234,174.4523,0.128541
345.3734,1962.2167,1.445817
345.4234,3889.0784,2.865584
345.4734,5564.5771,4.100139
345.5234,7019.9897,5.172528
345.5734,8637.9785,6.364708
345.6234,10570.2803,7.788483
345.6734,12318.8945,9.076912
345.7234,13557.4238,9.989495
345.7734,14638.7334,10.786235
345.8234,15536.5508,11.447772
345.8734,15812.2100,11.650886
345.9234,15752.9404,11.607215
345.9734,15910.8359,11.723556
346.0234,16007.8418,11.795033
346.0734,15443.0840,11.378903
346.1234,14245.5078,10.496495
346.1734,12789.5420,9.423698
346.2234,11138.7451,8.207344
346.2734,9488.6436,6.991502
346.3234,8196.4863,6.039404
346.3734,7011.3779,5.166183
346.4234,5591.0161,4.119620
346.4734,4023.9634,2.964971
346.5234,2420.9067,1.783793
346.5734,830.8627,0.612203
346.6234,-557.4713,0.410761
346.6734,-1439.7583,1.060855
346.7234,-1914.3547,1.410551
346.7734,-2369.1230,1.745637
346.8234,-2653.5034,1.955177
346.8734,-2374.6035,1.749675
346.9234,-1761.0723,1.297608
346.9734,-1193.1335,0.879135
347.0234,-553.2501,0.407650
347.0734,315.1323,0.232198
347.1234,1552.1195,1.143646
347.1734,3124.1582,2.301969
347.2234,4492.2607,3.310025
347.2734,5487.1406,4.043081
347.3234,6540.0596,4.818902
347.3734,7911.4521,5.829383
347.4234,9322.8779,6.869362
347.4734,10124.8770,7.460297
347.5234,10299.4033,7.588893
347.5734,10476.7725,7.719584
347.6234,10795.6172,7.954518
347.6734,10970.7461,8.083558
347.7234,10741.0039,7.914277
347.7734,10058.9922,7.411752
347.8234,9256.2646,6.820279
347.8734,8458.6738,6.232591
347.9234,7460.1108,5.496822
347.9734,6401.0811,4.716499
348.0234,5378.2227,3.962827
348.0734,4267.1416,3.144151
348.1234,3267.0210,2.407234
348.1734,2413.2185,1.778128
348.2234,1492.6071,1.099795
348.2734,625.8331,0.461132
348.3234,164.7550,0.121396
