# ABAQUS Dynamic Analysis - Stress History at Element 1 Base 
# Variable: SM2 
time_s,SM2_Nm,sigma_bending_MPa 
348.3734,125.8941,0.092762
348.4234,29.3392,0.021618
348.4734,-235.6026,0.173599
348.5234,-232.7326,0.171484
348.5734,91.4070,0.067351
348.6234,702.0274,0.517274
348.6734,1766.1698,1.301364
348.7234,2854.1013,2.102983
348.7734,3580.0129,2.637855
348.8234,4375.5405,3.224023
348.8734,5614.9795,4.137277
348.9234,6937.5806,5.111807
348.9734,7782.5708,5.734420
349.0234,8200.0762,6.042049
349.0734,8596.4482,6.334108
349.1234,9242.2324,6.809940
349.1734,10156.4600,7.483569
349.2234,10868.8408,8.008471
349.2734,10845.8242,7.991512
349.3234,10434.4834,7.688424
349.3734,10242.7773,7.547170
349.4234,10082.0479,7.428740
349.4734,9725.0645,7.165704
349.5234,9359.2324,6.896149
349.5734,8925.2422,6.576372
349.6234,8063.4521,5.941381
349.6734,6884.0537,5.072367
349.7234,5952.8169,4.386205
349.7734,5414.3535,3.989450
349.8234,5113.6855,3.767909
349.8734,4802.8784,3.538897
349.9234,4239.9268,3.124099
349.9734,3543.3577,2.610847
350.0234,2915.6428,2.148329
350.0734,2524.3530,1.860015
350.1234,2493.0061,1.836918
350.1734,3025.9167,2.229582
350.2234,3922.2825,2.890049
350.2734,4210.4536,3.102382
350.3234,4090.0005,3.013629
350.3734,4979.0894,3.668735
350.4234,6608.0547,4.869003
350.4734,7451.9717,5.490825
350.5234,7524.9229,5.544577
350.5734,7997.2134,5.892574
350.6234,9138.7354,6.733680
350.6734,10076.5371,7.424679
350.7234,10391.4873,7.656743
350.7734,10790.7451,7.950928
350.8234,11474.4775,8.454721
350.8734,11946.5801,8.802580
350.9234,12276.6328,9.045772
350.9734,12462.6592,9.182842
351.0234,12188.3896,8.980752
351.0734,11571.0713,8.525894
351.1234,10787.7422,7.948715
351.1734,10026.2930,7.387658
351.2234,9550.4199,7.037021
351.2734,9251.0117,6.816409
351.3234,8943.9092,6.590127
351.3734,8436.3057,6.216110
351.4234,7448.1938,5.488041
351.4734,6365.6348,4.690381
351.5234,6018.4150,4.434539
351.5734,6389.0195,4.707611
351.6234,6539.0044,4.818124
351.6734,5873.6719,4.327888
351.7234,5033.6304,3.708922
351.7734,4898.1885,3.609125
351.8234,5577.7129,4.109817
351.8734,6858.5884,5.053603
351.9234,8077.5410,5.951762
351.9734,8627.3623,6.356886
352.0234,9172.6836,6.758694
352.0734,10416.2842,7.675014
352.1234,11644.8672,8.580269
352.1734,12141.0947,8.945904
352.2234,12560.9590,9.255272
352.2734,13666.2266,10.069664
352.3234,14884.2139,10.967112
352.3734,15328.1309,11.294203
352.4234,15268.2471,11.250079
352.4734,15460.7441,11.391916
352.5234,15856.7275,11.683688
352.5734,15871.0986,11.694277
352.6234,15453.3828,11.386492
352.6734,15026.9141,11.072258
352.7234,14527.2803,10.704113
352.7734,13524.1465,9.964976
352.8234,12335.5352,9.089173
352.8734,11578.7871,8.531580
352.9234,10812.5879,7.967022
352.9734,9575.9805,7.055855
353.0234,8532.5225,6.287005
353.0734,8003.5977,5.897278
353.1234,7243.1704,5.336974
353.1734,5867.3379,4.323221
353.2234,4612.4424,3.398579
353.2734,4136.2407,3.047700
353.3234,4130.2676,3.043299
353.3734,4254.5317,3.134860
353.4234,4669.3086,3.440479
353.4734,5171.0688,3.810191
353.5234,5287.6060,3.896058
353.5734,5262.4805,3.877545
353.6234,5635.7061,4.152549
353.6734,6682.6929,4.923998
353.7234,8324.5059,6.133733
353.7734,9673.8750,7.127986
353.8234,10102.2139,7.443598
353.8734,10398.4297,7.661859
353.9234,11348.7197,8.362059
353.9734,12602.6660,9.286003
354.0234,13379.4043,9.858326
354.0734,13453.2852,9.912763
354.1234,13416.1660,9.885413
354.1734,13754.7676,10.134904
354.2234,14203.4326,10.465493
354.2734,14150.2832,10.426331
354.3234,13487.1953,9.937749
354.3734,12726.8438,9.377500
354.4234,12260.0840,9.033579
354.4734,12045.1670,8.875222
354.5234,11560.1670,8.517860
354.5734,10529.1865,7.758204
354.6234,9354.7422,6.892840
354.6734,8275.3936,6.097545
354.7234,7445.2832,5.485896
354.7734,7083.8013,5.219546
354.8234,6776.7534,4.993305
354.8734,5950.3589,4.384394
354.9234,4946.8350,3.644969
354.9734,4425.4707,3.260813
355.0234,4591.0815,3.382839
355.0734,5513.7163,4.062663
355.1234,6572.4810,4.842791
355.1734,6696.0371,4.933831
355.2234,6116.4219,4.506754
355.2734,6118.7061,4.508437
355.3234,7172.0137,5.284544
355.3734,8288.8633,6.107470
355.4234,8460.2793,6.233774
355.4734,8305.4082,6.119661
355.5234,8955.3242,6.598538
355.5734,9996.7842,7.365915
355.6234,10390.8945,7.656307
355.6734,10256.1006,7.556987
355.7234,10257.2979,7.557869
355.7734,10395.2891,7.659545
355.8234,10310.4902,7.597062
355.8734,9996.9043,7.366003
355.9234,9731.2744,7.170280
355.9734,9507.0498,7.005065
356.0234,8988.4707,6.622961
356.0734,8179.6089,6.026968
356.1234,7390.0034,5.445165
356.1734,6851.3613,5.048278
356.2234,6550.1572,4.826342
356.2734,6035.4702,4.447106
356.3234,5204.7676,3.835021
356.3734,4612.8687,3.398893
356.4234,4379.2192,3.226733
356.4734,4097.5986,3.019227
356.5234,3778.8535,2.784367
356.5734,3810.1155,2.807401
356.6234,4115.3081,3.032276
356.6734,4357.7002,3.210877
356.7234,4500.8442,3.316350
356.7734,4563.5981,3.362589
356.8234,4704.9258,3.466723
356.8734,5162.4844,3.803865
356.9234,5830.2588,4.295900
356.9734,6414.1494,4.726128
357.0234,6796.5493,5.007891
357.0734,7213.2808,5.314950
357.1234,7915.2471,5.832179
357.1734,8875.0000,6.539352
357.2234,10012.8574,7.377758
357.2734,11210.0625,8.259893
357.3234,12204.2275,8.992422
357.3734,12620.8467,9.299399
357.4234,12367.5410,9.112756
357.4734,12547.5381,9.245383
357.5234,14101.2539,10.390205
357.5734,15663.2178,11.541104
357.6234,15629.1084,11.515972
357.6734,14617.0078,10.770227
357.7234,14454.9150,10.650793
357.7734,15666.9150,11.543829
357.8234,16585.0566,12.220341
357.8734,16036.9746,11.816499
357.9234,14944.7197,11.011695
357.9734,14327.9580,10.557247
358.0234,14189.5605,10.455272
358.0734,14047.6191,10.350685
358.1234,13131.9209,9.675973
358.1734,11441.6064,8.430501
358.2234,10435.0459,7.688839
358.2734,10533.3955,7.761305
358.3234,10288.5303,7.580882
358.3734,9373.1572,6.906409
358.4234,8890.9854,6.551131
358.4734,9022.5986,6.648107
358.5234,9174.1104,6.759745
358.5734,9012.8887,6.640953
358.6234,8365.6328,6.164036
358.6734,8030.5542,5.917141
358.7234,8963.4922,6.604556
358.7734,10305.5586,7.593429
358.8234,11068.0400,8.155247
358.8734,11701.1826,8.621764
358.9234,12828.9805,9.452758
358.9734,14159.5859,10.433186
359.0234,14926.7803,10.998476
359.0734,15246.0234,11.233704
359.1234,15941.3408,11.746033
359.1734,16893.7480,12.447794
359.2234,17385.3848,12.810046
359.2734,17551.1445,12.932182
359.3234,17590.7031,12.961330
359.3734,17267.6641,12.723306
359.4234,16867.9434,12.428780
359.4734,16589.6699,12.223741
359.5234,16042.1592,11.820319
359.5734,15205.6006,11.203919
359.6234,14478.1045,10.667879
359.6734,14194.7725,10.459112
359.7234,14051.0635,10.353223
359.7734,13042.6230,9.610176
359.8234,11174.1074,8.233400
359.8734,9605.6416,7.077710
359.9234,8709.0957,6.417109
359.9734,8291.3965,6.109337
360.0234,8357.1182,6.157762
360.0734,8318.1221,6.129029
360.1234,7700.6611,5.674066
360.1734,6966.3423,5.132999
360.2234,6696.9712,4.934519
360.2734,7355.8916,5.420030
360.3234,8725.5693,6.429248
360.3734,9702.8701,7.149351
360.4234,10034.4229,7.393648
360.4734,10552.2578,7.775204
360.5234,11815.4697,8.705974
360.5734,13544.3477,9.979861
360.6234,14684.3691,10.819861
360.6734,14868.3271,10.955406
360.7234,15014.5635,11.063157
360.7734,15624.3633,11.512475
360.8234,16566.8047,12.206893
360.8734,17600.7422,12.968727
360.9234,17973.9414,13.243711
360.9734,17413.6016,12.830837
361.0234,16892.5840,12.446936
361.0734,16896.8203,12.450058
361.1234,16710.3887,12.312690
361.1734,15929.7139,11.737466
361.2234,14766.8574,10.880641
361.2734,13461.8760,9.919093
361.3234,12218.9443,9.003266
361.3734,11109.6875,8.185934
361.4234,10087.1484,7.432498
361.4734,9077.4854,6.688549
361.5234,8115.8711,5.980005
361.5734,7068.3975,5.208196
361.6234,5649.7744,4.162914
361.6734,4262.7070,3.140884
361.7234,3665.2659,2.700672
361.7734,3972.3257,2.926923
361.8234,4438.9180,3.270721
361.8734,4337.2104,3.195780
361.9234,3848.2263,2.835483
361.9734,3593.8003,2.648014
362.0234,4074.6514,3.002319
362.0734,5349.9380,3.941986
362.1234,6806.8496,5.015480
362.1734,7696.0254,5.670650
362.2234,8030.7095,5.917255
362.2734,8518.7109,6.276828
362.3234,9633.1748,7.097997
362.3734,11351.1982,8.363886
362.4234,13063.9688,9.625904
362.4734,14040.3857,10.345356
362.5234,14565.9961,10.732640
362.5734,15277.0537,11.256568
362.6234,15973.7598,11.769920
362.6734,16282.2373,11.997216
362.7234,16646.8652,12.265884
362.7734,17259.1445,12.717029
362.8234,17177.6660,12.656993
362.8734,16416.5801,12.096203
362.9234,15996.2725,11.786508
362.9734,15677.8770,11.551906
363.0234,14926.0928,10.997970
363.0734,14037.0576,10.342903
363.1234,13093.7637,9.647857
363.1734,11960.6162,8.812922
363.2234,10766.6650,7.933185
363.2734,9659.2852,7.117236
363.3234,8655.0859,6.377313
363.3734,7680.4492,5.659173
363.4234,6613.4858,4.873004
363.4734,5471.7188,4.031718
363.5234,4706.9390,3.468206
363.5734,4562.6743,3.361908
363.6234,4409.0342,3.248702
363.6734,3758.2769,2.769205
363.7234,3065.2087,2.258533
363.7734,3020.1057,2.225300
363.8234,3589.9165,2.645153
363.8734,4276.9341,3.151367
363.9234,5009.3530,3.691034
363.9734,5803.9805,4.276538
364.0234,6596.6382,4.860591
364.0734,7612.0576,5.608781
364.1234,8831.2441,6.507112
364.1734,9866.2861,7.269760
364.2234,10573.3555,7.790749
364.2734,11244.0146,8.284910
364.3234,12005.7822,8.846202
364.3734,12540.8340,9.240443
364.4234,12711.7656,9.366390
364.4734,12776.4268,9.414035
364.5234,13104.8467,9.656024
364.5734,13645.7393,10.054569
364.6234,13721.1885,10.110162
364.6734,12932.5859,9.529097
364.7234,11659.8955,8.591343
364.7734,10482.4062,7.723735
364.8234,9587.5889,7.064408
364.8734,8744.8027,6.443419
364.9234,7819.0952,5.761332
364.9734,6650.8965,4.900570
365.0234,5049.9692,3.720961
365.0734,3425.4065,2.523937
365.1234,2191.1516,1.614503
365.1734,1264.3926,0.931640
365.2234,473.4915,0.348882
365.2734,-327.2532,0.241129
365.3234,-1037.5137,0.764470
365.3734,-1288.9480,0.949734
365.4234,-991.8333,0.730811
365.4734,-386.5363,0.284811
365.5234,367.7424,0.270963
365.5734,1124.2219,0.828359
365.6234,1877.0195,1.383041
365.6734,2980.5422,2.196148
365.7234,4489.1504,3.307734
365.7734,6000.1963,4.421115
365.8234,7480.3481,5.511733
365.8734,9356.8271,6.894376
365.9234,11590.9668,8.540554
365.9734,13441.0938,9.903780
366.0234,14577.0957,10.740819
366.0734,15432.2520,11.370922
366.1234,16418.3652,12.097518
366.1734,17498.9395,12.893716
366.2234,18177.1406,13.393434
366.2734,18239.4668,13.439358
366.3234,18165.7734,13.385059
366.3734,18058.2949,13.305865
366.4234,17609.2871,12.975024
366.4734,16955.1562,12.493041
366.5234,16031.8965,11.812757
366.5734,14355.4121,10.577476
366.6234,12305.9609,9.067382
366.6734,10778.6768,7.942036
366.7234,9492.4277,6.994291
366.7734,7806.6543,5.752165
366.8234,5853.3433,4.312910
366.8734,3927.6626,2.894014
366.9234,2509.0537,1.848742
366.9734,1727.2875,1.272715
367.0234,968.6233,0.713709
367.0734,77.8098,0.057332
367.1234,-478.3134,0.352435
367.1734,-391.6349,0.288568
367.2234,52.5700,0.038735
367.2734,339.6232,0.250244
367.3234,520.6099,0.383600
367.3734,992.4016,0.731230
367.4234,2052.8708,1.512614
367.4734,3548.8101,2.614864
367.5234,4956.5547,3.652130
367.5734,6335.1079,4.667888
367.6234,7915.0708,5.832049
367.6734,9357.7041,6.895023
367.7234,10490.8389,7.729948
367.7734,11455.7275,8.440906
367.8234,12342.6807,9.094438
367.8734,13243.4570,9.758156
367.9234,14061.4570,10.360881
367.9734,14465.2148,10.658382
368.0234,14155.3438,10.430060
368.0734,13473.6006,9.927732
368.1234,13363.6836,9.846742
368.1734,13663.7969,10.067874
368.2234,13107.2188,9.657772
368.2734,11513.4668,8.483450
368.3234,9942.5732,7.325971
368.3734,9046.0996,6.665423
368.4234,8408.5449,6.195655
368.4734,7344.6362,5.411737
368.5234,5915.1094,4.358421
368.5734,4730.7456,3.485748
368.6234,4053.4077,2.986666
368.6734,3584.4028,2.641090
368.7234,2898.9600,2.136036
368.7734,2069.0132,1.524508
368.8234,1766.2827,1.301447
368.8734,2205.6799,1.625208
368.9234,2529.2930,1.863655
368.9734,2363.2766,1.741329
369.0234,2594.3469,1.911589
369.0734,3550.0886,2.615806
369.1234,4515.6577,3.327265
369.1734,5154.4248,3.797927
369.2234,5720.1343,4.214758
369.2734,6670.4160,4.914952
369.3234,8304.7490,6.119175
369.3734,9895.8916,7.291574
369.4234,10497.6094,7.734937
369.4734,10686.1875,7.873887
369.5234,11481.6797,8.460028
369.5734,12541.9941,9.241298
369.6234,13176.4580,9.708789
369.6734,13435.9014,9.899954
369.7234,13464.1367,9.920759
369.7734,13283.8613,9.787927
369.8234,13075.5254,9.634419
369.8734,12995.1465,9.575194
369.9234,12860.1045,9.475691
369.9734,12191.4941,8.983040
370.0234,10812.3799,7.966869
370.0734,9331.6035,6.875791
370.1234,8404.8301,6.192918
370.1734,7793.5933,5.742541
370.2234,6907.8599,5.089908
370.2734,5516.8364,4.064962
370.3234,3827.2761,2.820046
370.3734,2514.2231,1.852551
370.4234,1909.2841,1.406815
370.4734,1439.2924,1.060512
370.5234,555.1647,0.409061
370.5734,-433.0251,0.319065
370.6234,-786.5436,0.579548
370.6734,-555.8820,0.409590
370.7234,-513.9486,0.378692
370.7734,-766.7603,0.564971
370.8234,-585.7377,0.431588
370.8734,434.4564,0.320120
370.9234,1760.4894,1.297179
370.9734,2686.7959,1.979708
371.0234,3298.6772,2.430559
371.0734,4094.4380,3.016898
371.1234,5175.8394,3.813706
371.1734,6434.7705,4.741322
371.2234,7757.1060,5.715656
371.2734,8905.1836,6.561593
371.3234,9800.2666,7.221115
371.3734,10695.7393,7.880925
371.4234,11701.8643,8.622266
371.4734,12403.0391,9.138912
371.5234,12473.0391,9.190490
371.5734,12007.8779,8.847746
371.6234,11304.7588,8.329668
371.6734,10813.9951,7.968059
371.7234,10631.5000,7.833592
371.7734,10442.1006,7.694037
371.8234,10002.5781,7.370184
371.8734,9082.5371,6.692272
371.9234,7539.9062,5.555617
371.9734,5820.6685,4.288834
372.0234,4717.4741,3.475969
372.0734,4233.6294,3.119459
372.1234,3543.7998,2.611172
372.1734,2295.0559,1.691062
372.2234,977.4678,0.720226
372.2734,182.9427,0.134797
372.3234,26.2492,0.019341
372.3734,100.0959,0.073754
372.4234,123.1785,0.090761
372.4734,357.0167,0.263060
372.5234,1122.9550,0.827425
372.5734,2202.0903,1.622563
372.6234,3021.9292,2.226643
372.6734,3695.1199,2.722669
372.7234,4748.5781,3.498887
372.7734,6212.5693,4.577598
372.8234,8105.1890,5.972134
372.8734,10132.4824,7.465901
372.9234,11600.5635,8.547625
372.9734,12777.1582,9.414574
373.0234,14194.5039,10.458914
373.0734,15465.5234,11.395438
373.1234,16406.8281,12.089018
373.1734,17543.1152,12.926266
373.2234,18978.4355,13.983851
373.2734,19771.0801,14.567894
373.3234,19270.0996,14.198757
373.3734,18381.7910,13.544226
373.4234,18095.9492,13.333610
373.4734,18030.9062,13.285685
373.5234,17176.2793,12.655971
373.5734,15322.8281,11.290296
373.6234,13441.2422,9.903890
373.6734,12194.2480,8.985069
373.7234,11037.9180,8.133052
373.7734,9365.5605,6.900811
373.8234,7236.0273,5.331711
373.8734,5130.0703,3.779982
373.9234,3715.6399,2.737789
373.9734,3101.6406,2.285377
374.0234,2567.5496,1.891844
374.0734,1708.6532,1.258984
374.1234,891.3479,0.656770
374.1734,523.2925,0.385577
374.2234,641.5758,0.472731
374.2734,933.3365,0.687709
374.3234,1327.0156,0.977783
374.3734,2163.3147,1.593992
374.4234,3466.7905,2.554430
374.4734,5040.3057,3.713841
374.5234,6759.5332,4.980616
374.5734,8252.9297,6.080993
374.6234,9384.4141,6.914703
374.6734,10738.5205,7.912447
374.7234,12440.8203,9.166750
374.7734,13829.6318,10.190066
374.8234,14834.8428,10.930734
374.8734,15924.7891,11.733837
374.9234,16970.2227,12.504143
374.9734,17462.5039,12.866870
375.0234,17377.8223,12.804474
375.0734,17091.4355,12.593456
375.1234,16887.0039,12.442825
375.1734,16543.6406,12.189825
375.2234,15463.3564,11.393841
375.2734,13690.3076,10.087408
375.3234,12130.0342,8.937754
375.3734,11160.0107,8.223013
375.4234,10033.0293,7.392621
375.4734,8323.3320,6.132868
375.5234,6464.4150,4.763165
375.5734,4736.4224,3.489931
375.6234,3105.0405,2.287882
375.6734,1599.4728,1.178537
375.7234,358.9821,0.264508
375.7734,-521.9505,0.384588
375.8234,-1078.9924,0.795032
375.8734,-1529.9469,1.127308
375.9234,-2249.4097,1.657429
375.9734,-2935.7117,2.163116
376.0234,-2766.0752,2.038123
376.0734,-1819.9939,1.341023
376.1234,-837.4810,0.617080
376.1734,-19.3723,0.014274
376.2234,1000.8178,0.737431
376.2734,2427.9956,1.789016
376.3234,4081.4182,3.007305
376.3734,5576.9009,4.109219
376.4234,6757.5947,4.979188
376.4734,8102.0781,5.969842
376.5234,9869.3447,7.272014
376.5734,11666.7236,8.596374
376.6234,13124.7393,9.670681
376.6734,14059.9365,10.359761
376.7234,14607.4297,10.763170
376.7734,15071.8555,11.105372
376.8234,15581.7803,11.481099
376.8734,16000.2715,11.789455
376.9234,16084.8652,11.851786
376.9734,15876.5479,11.698292
377.0234,15376.9590,11.330181
377.0734,14501.7119,10.685274
377.1234,13431.0479,9.896378
377.1734,12271.0293,9.041643
377.2234,10983.7832,8.093164
377.2734,9486.8447,6.990177
377.3234,7902.1362,5.822519
377.3734,6677.4277,4.920119
377.4234,5727.5708,4.220237
377.4734,4684.0928,3.451373
377.5234,3762.4453,2.772277
377.5734,3102.0781,2.285699
377.6234,2495.5210,1.838771
377.6734,1884.0128,1.388194
377.7234,1435.0331,1.057373
377.7734,1461.4688,1.076852
377.8234,2032.9089,1.497905
377.8734,2853.0813,2.102231
377.9234,3769.4402,2.777431
377.9734,4840.7407,3.566795
378.0234,5872.1680,4.326780
378.0734,6922.0371,5.100354
378.1234,8546.6865,6.297442
378.1734,10349.6504,7.625917
378.2234,11355.0400,8.366716
378.2734,11668.8838,8.597965
378.3234,12130.9961,8.938463
378.3734,13244.8779,9.759203
378.4234,14505.4941,10.688061
